product_category_en,Revenue,Freight Costs,Order_Date
bed_bath_table,79.9,29.03,2018-04-03
perfumery,54.9,16.98,2018-04-03
auto,149.9,18.93,2018-04-03
baby,115.0,15.69,2018-04-03
sports_leisure,69.9,18.37,2018-04-03
perfumery,329.9,21.28,2018-04-03
watches_gifts,158.0,13.55,2018-04-03
home_construction,54.4,10.65,2018-04-03
sports_leisure,89.9,15.51,2018-04-03
health_beauty,84.6,8.89,2018-04-03
art,119.0,11.93,2018-04-03
bed_bath_table,179.9,27.34,2018-04-03
home_construction,54.4,10.65,2018-04-03
home_construction,54.7,5.33,2018-04-03
pet_shop,89.7,18.51,2018-04-03
bed_bath_table,60.5,14.51,2018-04-03
health_beauty,169.0,15.27,2018-04-03
computers_accessories,72.0,22.21,2018-04-03
toys,198.9,13.83,2018-04-03
watches_gifts,39.0,7.39,2018-04-03
sports_leisure,74.99,11.15,2018-04-03
baby,95.0,23.25,2018-04-03
watches_gifts,550.0,21.73,2018-04-03
cool_stuff,89.9,21.71,2018-04-03
watches_gifts,550.0,21.73,2018-04-03
health_beauty,59.0,17.32,2018-04-03
bed_bath_table,99.9,23.28,2018-04-03
health_beauty,330.0,15.98,2018-04-03
health_beauty,65.5,50.96,2018-04-03
bed_bath_table,39.97,15.23,2018-04-03
health_beauty,16.0,7.39,2018-04-03
bed_bath_table,39.97,15.23,2018-04-03
watches_gifts,158.0,13.55,2018-04-03
garden_tools,110.0,70.07,2018-04-03
garden_tools,1670.0,59.98,2018-04-03
computers_accessories,139.0,23.83,2018-04-03
computers_accessories,52.9,27.43,2018-04-03
baby,1648.0,254.55,2018-04-03
office_furniture,79.99,19.9,2018-04-03
health_beauty,152.0,12.55,2018-04-04
cool_stuff,131.99,25.55,2018-04-04
auto,124.7,19.84,2018-04-04
furniture_decor,78.0,23.13,2018-04-04
auto,59.9,23.0,2018-04-04
pet_shop,142.9,27.73,2018-04-04
electronics,19.9,13.47,2018-04-04
garden_tools,53.9,21.35,2018-04-04
auto,564.99,29.24,2018-04-04
sports_leisure,14.2,7.39,2018-04-04
stationery,75.0,16.5,2018-04-04
sports_leisure,59.9,12.86,2018-04-04
pet_shop,49.9,26.79,2018-04-04
computers_accessories,84.89,19.49,2018-04-04
telephony,45.9,12.79,2018-04-04
pet_shop,59.99,19.39,2018-04-04
bed_bath_table,39.99,16.95,2018-04-04
health_beauty,59.9,22.13,2018-04-04
fashion_bags_accessories,9.99,18.23,2018-04-04
agro_industry_and_commerce,58.5,29.11,2018-04-04
bed_bath_table,65.0,18.33,2018-04-04
computers_accessories,139.0,23.83,2018-04-04
computers_accessories,39.9,24.48,2018-04-04
industry_commerce_and_business,104.0,33.94,2018-04-04
industry_commerce_and_business,38.0,33.94,2018-04-04
consoles_games,69.99,18.37,2018-04-04
toys,29.68,12.79,2018-04-04
furniture_decor,75.9,20.92,2018-04-04
bed_bath_table,180.0,23.84,2018-04-04
computers_accessories,81.99,7.92,2018-04-04
computers_accessories,81.99,7.92,2018-04-04
health_beauty,129.9,9.19,2018-04-04
sports_leisure,100.0,29.73,2018-04-04
watches_gifts,223.0,19.44,2018-04-04
office_furniture,219.98,31.4,2018-04-04
industry_commerce_and_business,78.0,13.45,2018-04-04
books_technical,56.0,12.83,2018-04-04
bed_bath_table,143.99,35.35,2018-04-04
furniture_decor,35.0,11.39,2018-04-04
pet_shop,190.0,23.83,2018-04-04
bed_bath_table,135.0,7.07,2018-04-04
watches_gifts,279.0,8.82,2018-04-04
garden_tools,53.9,21.35,2018-04-04
electronics,30.0,19.04,2018-04-04
sports_leisure,104.9,16.7,2018-04-04
sports_leisure,289.9,35.57,2018-04-04
furniture_decor,18.75,17.06,2018-04-04
health_beauty,349.9,40.55,2018-04-04
telephony,45.9,12.79,2018-04-04
sports_leisure,99.9,21.78,2018-04-04
furniture_decor,132.8,23.47,2018-04-04
computers_accessories,88.0,1.7,2018-04-04
,177.0,23.74,2018-04-04
health_beauty,34.49,8.82,2018-04-04
electronics,15.0,18.23,2018-04-04
fashion_bags_accessories,29.99,19.04,2018-04-04
health_beauty,18.5,12.79,2018-04-04
air_conditioning,35.9,15.23,2018-04-04
computers_accessories,95.0,13.79,2018-04-04
sports_leisure,46.99,7.39,2018-04-04
drinks,43.0,12.79,2018-04-04
health_beauty,69.9,15.37,2018-04-04
food_drink,56.9,17.98,2018-04-04
toys,134.9,19.02,2018-04-04
toys,49.0,13.71,2018-04-04
housewares,72.0,23.08,2018-04-04
home_appliances,34.72,15.23,2018-04-04
cool_stuff,89.8,18.21,2018-04-04
computers_accessories,95.0,13.79,2018-04-04
computers_accessories,49.3,11.89,2018-04-04
sports_leisure,209.9,32.12,2018-04-04
,122.99,18.74,2018-04-04
bed_bath_table,27.5,9.44,2018-04-04
health_beauty,45.9,18.23,2018-04-04
stationery,149.0,22.75,2018-04-04
auto,219.0,54.06,2018-04-04
telephony,46.99,7.39,2018-04-04
computers_accessories,25.3,12.79,2018-04-04
perfumery,13.99,7.39,2018-04-04
sports_leisure,46.33,18.23,2018-04-04
books_technical,45.0,15.23,2018-04-04
health_beauty,349.9,23.27,2018-04-04
furniture_decor,69.9,24.71,2018-04-04
housewares,379.9,68.61,2018-04-04
health_beauty,18.5,8.29,2018-04-04
health_beauty,95.0,13.11,2018-04-04
garden_tools,53.9,13.46,2018-04-04
bed_bath_table,59.9,18.3,2018-04-04
fixed_telephony,18.99,7.39,2018-04-04
watches_gifts,399.0,15.78,2018-04-04
health_beauty,104.0,18.61,2018-04-04
furniture_decor,299.99,28.18,2018-04-04
health_beauty,18.5,8.29,2018-04-04
bed_bath_table,39.99,16.95,2018-04-04
computers_accessories,89.99,13.07,2018-04-04
cool_stuff,106.9,13.19,2018-04-04
sports_leisure,54.99,16.35,2018-04-04
cool_stuff,89.99,14.72,2018-04-04
construction_tools_construction,277.47,24.48,2018-04-04
sports_leisure,77.9,11.17,2018-04-04
luggage_accessories,49.99,8.88,2018-04-04
toys,29.99,16.32,2018-04-04
stationery,59.0,13.77,2018-04-04
fashion_bags_accessories,89.9,18.51,2018-04-04
sports_leisure,66.76,16.4,2018-04-04
baby,109.9,23.35,2018-04-04
housewares,99.0,44.27,2018-04-04
bed_bath_table,24.9,8.64,2018-04-04
baby,79.9,26.64,2018-04-04
books_imported,105.0,9.09,2018-04-04
costruction_tools_garden,37.88,19.41,2018-04-04
furniture_decor,18.75,18.23,2018-04-04
garden_tools,78.9,26.63,2018-04-04
toys,69.0,23.06,2018-04-04
health_beauty,134.2,23.52,2018-04-04
telephony,54.99,7.71,2018-04-04
computers_accessories,392.0,15.27,2018-04-04
home_appliances,26.0,9.44,2018-04-04
baby,134.9,9.86,2018-04-04
housewares,204.0,16.28,2018-04-04
watches_gifts,112.9,31.44,2018-04-04
home_appliances,17.65,13.47,2018-04-04
home_appliances_2,2110.0,43.35,2018-04-04
sports_leisure,29.9,18.23,2018-04-04
perfumery,57.9,19.38,2018-04-04
small_appliances,38.17,23.28,2018-04-04
watches_gifts,270.0,16.77,2018-04-04
fashion_bags_accessories,84.9,7.46,2018-04-04
health_beauty,59.99,19.39,2018-04-04
computers_accessories,149.9,21.1,2018-04-04
garden_tools,53.9,21.35,2018-04-04
furniture_decor,74.8,8.13,2018-04-04
auto,72.9,18.59,2018-04-04
health_beauty,59.99,19.39,2018-04-04
health_beauty,349.9,31.96,2018-04-04
electronics,13.65,7.39,2018-04-04
home_appliances,27.5,12.79,2018-04-04
cool_stuff,89.9,21.71,2018-04-04
home_appliances,60.9,26.51,2018-04-04
garden_tools,53.9,13.46,2018-04-04
furniture_decor,69.9,20.33,2018-04-04
health_beauty,255.0,15.88,2018-04-04
cool_stuff,499.99,53.05,2018-04-04
furniture_living_room,529.99,33.96,2018-04-04
sports_leisure,52.9,11.15,2018-04-04
bed_bath_table,37.0,12.79,2018-04-04
industry_commerce_and_business,74.0,12.43,2018-04-04
bed_bath_table,21.99,18.23,2018-04-04
bed_bath_table,44.9,5.56,2018-04-04
fashion_bags_accessories,29.9,7.55,2018-04-04
health_beauty,14.99,11.13,2018-04-04
furniture_decor,150.0,18.93,2018-04-04
bed_bath_table,39.99,16.95,2018-04-04
health_beauty,149.65,14.04,2018-04-04
sports_leisure,60.0,8.29,2018-04-04
furniture_decor,75.0,17.44,2018-04-04
construction_tools_construction,277.47,24.48,2018-04-04
bed_bath_table,21.99,18.23,2018-04-04
perfumery,379.9,11.57,2018-04-04
fashion_bags_accessories,229.9,38.3,2018-04-04
health_beauty,89.6,18.51,2018-04-04
sports_leisure,9.99,7.39,2018-04-04
watches_gifts,399.0,15.78,2018-04-04
auto,24.99,18.23,2018-04-04
watches_gifts,230.0,24.11,2018-04-04
computers_accessories,84.89,7.46,2018-04-04
construction_tools_construction,277.47,24.48,2018-04-04
health_beauty,54.49,18.26,2018-04-04
furniture_decor,31.0,19.32,2018-04-04
auto,64.8,19.42,2018-04-04
housewares,39.9,7.39,2018-04-04
construction_tools_lights,39.99,19.32,2018-04-04
computers_accessories,265.35,15.27,2018-04-04
housewares,62.9,8.88,2018-04-04
toys,54.9,22.96,2018-04-04
housewares,62.9,8.88,2018-04-04
sports_leisure,9.99,7.39,2018-04-04
computers_accessories,265.35,15.27,2018-04-04
home_appliances,34.72,15.23,2018-04-04
pet_shop,158.0,18.99,2018-04-04
watches_gifts,569.0,25.69,2018-04-04
computers_accessories,98.44,13.81,2018-04-04
food_drink,36.65,19.32,2018-04-04
toys,55.9,13.23,2018-04-04
furniture_decor,31.0,19.32,2018-04-04
computers_accessories,84.89,7.94,2018-04-04
health_beauty,119.9,57.39,2018-04-04
computers_accessories,99.99,7.56,2018-04-04
bed_bath_table,74.9,18.13,2018-04-04
sports_leisure,9.99,7.39,2018-04-04
stationery,89.0,16.59,2018-04-04
sports_leisure,269.9,37.37,2018-04-04
home_appliances_2,2110.0,43.35,2018-04-04
bed_bath_table,49.95,12.79,2018-04-04
auto,133.2,14.93,2018-04-04
fashion_bags_accessories,180.0,19.14,2018-04-04
garden_tools,103.99,7.59,2018-04-04
furniture_decor,18.75,18.23,2018-04-04
toys,134.9,34.48,2018-04-04
bed_bath_table,92.9,24.86,2018-04-04
pet_shop,191.88,8.53,2018-04-04
computers_accessories,135.0,15.83,2018-04-04
auto,28.8,18.23,2018-04-04
perfumery,79.99,12.95,2018-04-04
health_beauty,59.99,8.88,2018-04-04
computers_accessories,84.89,7.94,2018-04-04
cool_stuff,49.9,19.32,2018-04-04
,27.3,7.87,2018-04-04
stationery,38.0,15.23,2018-04-04
construction_tools_construction,338.0,61.38,2018-04-04
housewares,19.0,7.49,2018-04-04
watches_gifts,179.9,8.12,2018-04-04
sports_leisure,79.0,12.99,2018-04-04
housewares,161.42,13.03,2018-04-04
pet_shop,89.36,15.51,2018-04-04
health_beauty,330.0,10.07,2018-04-04
computers_accessories,159.0,34.65,2018-04-04
computers_accessories,19.9,7.39,2018-04-04
computers_accessories,39.9,24.48,2018-04-04
housewares,699.0,175.67,2018-04-04
perfumery,24.9,18.23,2018-04-04
garden_tools,59.6,19.39,2018-04-04
sports_leisure,45.0,8.88,2018-04-04
furniture_decor,299.0,25.74,2018-04-04
watches_gifts,105.0,9.27,2018-04-04
sports_leisure,12.35,13.47,2018-04-04
sports_leisure,45.0,8.88,2018-04-04
watches_gifts,151.9,27.14,2018-04-04
perfumery,108.0,20.04,2018-04-04
toys,31.8,7.71,2018-04-04
garden_tools,53.9,39.47,2018-04-04
watches_gifts,14.9,15.23,2018-04-04
watches_gifts,599.0,20.9,2018-04-04
furniture_decor,19.9,12.79,2018-04-04
watches_gifts,158.0,13.55,2018-04-04
bed_bath_table,115.9,19.78,2018-04-04
construction_tools_construction,489.0,84.51,2018-04-04
electronics,92.0,7.01,2018-04-04
pet_shop,170.0,19.08,2018-04-04
construction_tools_construction,33.99,12.79,2018-04-04
computers_accessories,149.9,53.18,2018-04-04
computers,599.0,26.51,2018-04-04
bed_bath_table,92.0,13.7,2018-04-04
art,120.0,17.41,2018-04-04
bed_bath_table,42.99,22.93,2018-04-04
auto,42.0,7.87,2018-04-04
computers_accessories,379.9,20.54,2018-04-04
sports_leisure,119.9,20.18,2018-04-04
small_appliances,359.9,23.6,2018-04-04
auto,124.7,19.84,2018-04-04
perfumery,52.9,13.49,2018-04-04
fashion_bags_accessories,300.0,14.54,2018-04-04
industry_commerce_and_business,104.0,24.86,2018-04-04
construction_tools_construction,33.99,12.79,2018-04-04
telephony,25.0,17.93,2018-04-04
sports_leisure,19.49,18.23,2018-04-04
baby,225.0,35.24,2018-04-04
auto,19.0,12.79,2018-04-04
stationery,109.0,21.7,2018-04-04
costruction_tools_tools,94.89,19.63,2018-04-04
health_beauty,57.9,22.12,2018-04-04
housewares,219.9,21.58,2018-04-04
bed_bath_table,149.9,12.14,2018-04-04
cool_stuff,325.0,70.2,2018-04-04
drinks,64.0,18.03,2018-04-04
construction_tools_construction,99.0,12.6,2018-04-04
sports_leisure,75.0,8.29,2018-04-04
construction_tools_safety,54.9,18.26,2018-04-04
perfumery,141.9,22.7,2018-04-04
sports_leisure,114.9,14.16,2018-04-04
computers,599.0,26.51,2018-04-04
health_beauty,699.4,13.25,2018-04-04
sports_leisure,18.15,15.23,2018-04-04
computers_accessories,89.9,17.34,2018-04-04
furniture_decor,119.0,22.89,2018-04-04
computers_accessories,159.0,39.4,2018-04-04
telephony,45.9,12.79,2018-04-04
construction_tools_construction,99.0,12.6,2018-04-04
home_construction,140.0,17.89,2018-04-04
bed_bath_table,69.99,14.58,2018-04-04
stationery,199.9,20.37,2018-04-04
consoles_games,34.2,11.89,2018-04-04
furniture_decor,99.0,32.61,2018-04-04
costruction_tools_tools,34.9,11.15,2018-04-04
construction_tools_construction,99.0,12.6,2018-04-04
stationery,49.9,15.23,2018-04-04
stationery,79.9,19.25,2018-04-04
health_beauty,56.89,18.33,2018-04-05
bed_bath_table,49.9,19.32,2018-04-05
housewares,25.0,16.32,2018-04-05
housewares,69.5,19.46,2018-04-05
furniture_decor,168.0,16.03,2018-04-05
perfumery,58.1,12.85,2018-04-05
sports_leisure,22.5,18.43,2018-04-05
auto,109.9,13.67,2018-04-05
watches_gifts,151.9,17.97,2018-04-05
sports_leisure,47.0,7.39,2018-04-05
fashion_sport,89.9,15.51,2018-04-05
computers_accessories,181.01,19.15,2018-04-05
perfumery,58.2,12.85,2018-04-05
watches_gifts,295.0,23.78,2018-04-05
auto,169.9,13.63,2018-04-05
small_appliances,69.0,16.45,2018-04-05
computers_accessories,60.0,8.29,2018-04-05
cool_stuff,139.4,41.74,2018-04-05
housewares,119.99,22.55,2018-04-05
housewares,86.5,23.19,2018-04-05
housewares,44.9,12.43,2018-04-05
baby,79.9,26.64,2018-04-05
watches_gifts,87.67,14.4,2018-04-05
auto,27.9,18.23,2018-04-05
toys,84.9,8.95,2018-04-05
sports_leisure,179.0,13.69,2018-04-05
toys,29.0,19.32,2018-04-05
industry_commerce_and_business,199.0,20.73,2018-04-05
telephony,19.9,12.79,2018-04-05
furniture_decor,69.9,16.18,2018-04-05
bed_bath_table,199.0,13.83,2018-04-05
auto,109.9,12.67,2018-04-05
baby,108.24,42.62,2018-04-05
pet_shop,209.0,48.75,2018-04-05
consoles_games,24.75,8.29,2018-04-05
auto,199.99,21.45,2018-04-05
sports_leisure,209.9,13.37,2018-04-05
bed_bath_table,30.9,12.79,2018-04-05
consoles_games,34.2,11.89,2018-04-05
housewares,44.9,12.43,2018-04-05
housewares,39.0,7.39,2018-04-05
computers_accessories,79.0,15.43,2018-04-05
sports_leisure,41.0,12.79,2018-04-05
bed_bath_table,74.9,11.62,2018-04-05
computers_accessories,149.9,63.08,2018-04-05
musical_instruments,49.0,18.23,2018-04-05
pet_shop,190.0,19.21,2018-04-05
cool_stuff,239.99,18.59,2018-04-05
home_appliances,47.9,18.23,2018-04-05
auto,143.8,15.91,2018-04-05
furniture_decor,69.9,12.43,2018-04-05
computers_accessories,69.9,12.43,2018-04-05
,34.3,18.23,2018-04-05
perfumery,249.9,8.61,2018-04-05
consoles_games,24.75,8.29,2018-04-05
furniture_decor,250.0,37.61,2018-04-05
furniture_decor,250.0,37.61,2018-04-05
furniture_decor,69.9,12.43,2018-04-05
furniture_decor,69.9,12.43,2018-04-05
furniture_decor,69.9,24.71,2018-04-05
garden_tools,48.95,19.32,2018-04-05
construction_tools_construction,55.9,17.97,2018-04-05
sports_leisure,520.0,47.22,2018-04-05
sports_leisure,109.99,17.06,2018-04-05
pet_shop,49.99,22.06,2018-04-05
furniture_decor,135.0,27.03,2018-04-05
bed_bath_table,35.9,7.39,2018-04-05
housewares,56.5,13.43,2018-04-05
bed_bath_table,94.35,13.1,2018-04-05
air_conditioning,75.9,7.4,2018-04-05
consoles_games,53.04,18.25,2018-04-05
sports_leisure,69.9,18.37,2018-04-05
telephony,39.97,7.39,2018-04-05
sports_leisure,62.37,9.44,2018-04-05
health_beauty,79.0,37.24,2018-04-05
health_beauty,120.0,13.75,2018-04-05
baby,99.99,23.28,2018-04-05
bed_bath_table,109.0,18.64,2018-04-05
auto,19.0,18.23,2018-04-05
watches_gifts,105.0,9.27,2018-04-05
costruction_tools_tools,14.0,14.43,2018-04-05
health_beauty,199.0,19.27,2018-04-05
furniture_decor,14.9,18.23,2018-04-05
sports_leisure,169.0,25.31,2018-04-05
fashion_bags_accessories,49.9,7.39,2018-04-05
sports_leisure,42.9,22.85,2018-04-05
computers_accessories,517.99,107.87,2018-04-05
housewares,51.19,22.94,2018-04-05
bed_bath_table,68.9,52.61,2018-04-05
cool_stuff,219.0,21.58,2018-04-05
construction_tools_safety,226.18,52.08,2018-04-05
furniture_decor,64.9,23.38,2018-04-05
books_general_interest,524.9,17.76,2018-04-05
bed_bath_table,25.5,7.87,2018-04-05
agro_industry_and_commerce,412.0,20.4,2018-04-05
perfumery,79.9,15.44,2018-04-05
watches_gifts,54.99,16.98,2018-04-05
signaling_and_security,16.0,7.87,2018-04-05
watches_gifts,87.67,14.4,2018-04-05
sports_leisure,169.0,25.31,2018-04-05
watches_gifts,199.9,16.28,2018-04-05
bed_bath_table,39.99,16.95,2018-04-05
cool_stuff,383.9,20.27,2018-04-05
construction_tools_safety,65.0,12.89,2018-04-05
bed_bath_table,289.9,35.57,2018-04-05
bed_bath_table,115.9,13.25,2018-04-05
consoles_games,79.0,22.26,2018-04-05
bed_bath_table,39.9,9.26,2018-04-05
watches_gifts,44.0,37.04,2018-04-05
computers_accessories,128.0,16.87,2018-04-05
auto,139.99,18.59,2018-04-05
toys,30.9,18.23,2018-04-05
luggage_accessories,219.0,29.57,2018-04-05
baby,149.9,23.63,2018-04-05
computers_accessories,467.0,19.24,2018-04-05
health_beauty,55.0,15.27,2018-04-05
toys,44.9,7.39,2018-04-05
cool_stuff,215.0,13.41,2018-04-05
small_appliances,28.0,22.06,2018-04-05
computers_accessories,98.44,13.71,2018-04-05
perfumery,54.9,16.98,2018-04-05
sports_leisure,116.0,7.68,2018-04-05
sports_leisure,169.0,25.31,2018-04-05
auto,52.0,37.05,2018-04-05
home_appliances,699.0,17.33,2018-04-05
auto,220.0,23.25,2018-04-05
telephony,46.99,7.39,2018-04-05
computers_accessories,67.9,13.7,2018-04-05
sports_leisure,169.0,25.31,2018-04-05
bed_bath_table,17.9,12.79,2018-04-05
housewares,50.0,22.06,2018-04-05
health_beauty,56.89,9.26,2018-04-05
computers_accessories,62.0,15.31,2018-04-05
perfumery,79.99,15.38,2018-04-05
computers_accessories,67.9,13.7,2018-04-05
industry_commerce_and_business,50.0,14.44,2018-04-05
computers_accessories,35.99,18.23,2018-04-05
auto,59.9,23.0,2018-04-05
watches_gifts,279.9,20.65,2018-04-05
pet_shop,53.0,8.64,2018-04-05
watches_gifts,54.99,21.28,2018-04-05
cool_stuff,215.0,13.41,2018-04-05
stationery,36.23,19.32,2018-04-05
pet_shop,162.0,88.7,2018-04-05
costruction_tools_tools,45.9,19.04,2018-04-05
health_beauty,152.0,17.61,2018-04-05
furniture_decor,299.0,14.53,2018-04-05
furniture_decor,49.9,35.71,2018-04-05
watches_gifts,959.0,25.68,2018-04-05
baby,169.9,20.1,2018-04-05
sports_leisure,45.0,22.06,2018-04-05
home_appliances,164.0,13.59,2018-04-05
sports_leisure,45.0,22.06,2018-04-05
furniture_decor,78.8,18.43,2018-04-05
auto,14.0,18.23,2018-04-05
furniture_decor,79.99,95.23,2018-04-05
watches_gifts,156.0,18.97,2018-04-05
computers_accessories,98.44,13.71,2018-04-05
health_beauty,87.51,15.49,2018-04-05
bed_bath_table,47.9,16.32,2018-04-05
small_appliances_home_oven_and_coffee,579.0,35.45,2018-04-05
sports_leisure,120.0,15.72,2018-04-05
stationery,109.0,13.81,2018-04-05
fashion_bags_accessories,49.9,7.39,2018-04-05
small_appliances,69.9,16.46,2018-04-05
baby,93.9,8.95,2018-04-05
furniture_decor,84.9,8.95,2018-04-05
cool_stuff,64.9,19.51,2018-04-05
furniture_decor,259.9,213.53,2018-04-05
construction_tools_safety,44.95,19.04,2018-04-05
health_beauty,49.0,14.44,2018-04-05
computers_accessories,98.44,13.71,2018-04-05
housewares,214.0,70.89,2018-04-05
furniture_decor,174.9,31.87,2018-04-05
pet_shop,29.99,8.64,2018-04-05
furniture_decor,84.9,8.95,2018-04-05
garden_tools,179.0,62.89,2018-04-05
bed_bath_table,114.9,11.9,2018-04-05
housewares,46.9,18.23,2018-04-05
health_beauty,99.0,12.85,2018-04-05
sports_leisure,35.0,22.85,2018-04-05
toys,799.9,28.18,2018-04-05
health_beauty,69.9,27.45,2018-04-05
garden_tools,129.0,32.33,2018-04-05
cool_stuff,235.0,97.46,2018-04-05
home_appliances,39.4,8.82,2018-04-05
small_appliances,28.0,8.29,2018-04-05
fashion_bags_accessories,255.0,14.23,2018-04-05
small_appliances_home_oven_and_coffee,189.99,18.24,2018-04-05
auto,199.99,13.3,2018-04-05
art,119.0,12.17,2018-04-05
health_beauty,56.89,9.26,2018-04-05
computers_accessories,67.9,13.7,2018-04-05
auto,35.0,8.29,2018-04-05
sports_leisure,18.38,7.39,2018-04-05
sports_leisure,149.0,27.59,2018-04-05
health_beauty,83.8,12.75,2018-04-05
baby,120.0,32.76,2018-04-05
sports_leisure,89.1,18.2,2018-04-05
fashion_bags_accessories,42.9,8.88,2018-04-05
watches_gifts,151.9,17.97,2018-04-05
garden_tools,154.0,12.98,2018-04-05
sports_leisure,18.38,7.39,2018-04-05
perfumery,13.99,15.23,2018-04-05
telephony,29.98,18.23,2018-04-05
telephony,59.9,15.3,2018-04-05
health_beauty,31.0,18.23,2018-04-05
bed_bath_table,109.0,18.64,2018-04-05
watches_gifts,550.0,21.73,2018-04-05
furniture_living_room,54.9,33.92,2018-04-05
bed_bath_table,109.0,18.64,2018-04-05
,35.0,15.23,2018-04-05
industry_commerce_and_business,78.0,13.45,2018-04-05
auto,109.9,34.31,2018-04-05
home_construction,113.85,19.77,2018-04-05
perfumery,13.99,7.39,2018-04-05
health_beauty,35.0,11.15,2018-04-05
sports_leisure,110.8,11.4,2018-04-05
musical_instruments,169.0,21.23,2018-04-05
bed_bath_table,109.9,14.86,2018-04-05
furniture_decor,69.9,12.43,2018-04-05
auto,104.71,18.61,2018-04-05
stationery,109.49,22.48,2018-04-05
pet_shop,140.2,14.1,2018-04-05
fashion_underwear_beach,79.9,11.18,2018-04-05
health_beauty,58.99,21.38,2018-04-05
home_construction,39.9,18.23,2018-04-05
furniture_decor,44.35,14.44,2018-04-05
garden_tools,165.65,22.87,2018-04-05
furniture_decor,75.0,21.61,2018-04-05
stationery,7.9,8.29,2018-04-05
housewares,39.8,20.77,2018-04-05
furniture_living_room,22.9,15.28,2018-04-05
cool_stuff,169.99,33.78,2018-04-05
computers_accessories,119.0,23.7,2018-04-05
auto,169.9,24.12,2018-04-05
electronics,13.65,15.23,2018-04-05
health_beauty,252.5,14.67,2018-04-05
home_construction,39.9,18.23,2018-04-05
computers_accessories,40.0,33.51,2018-04-05
sports_leisure,129.0,27.45,2018-04-05
stationery,19.9,19.04,2018-04-05
bed_bath_table,59.99,13.78,2018-04-05
bed_bath_table,59.0,11.15,2018-04-05
home_appliances,178.0,19.13,2018-04-05
,19.9,15.23,2018-04-05
health_beauty,125.02,12.21,2018-04-05
sports_leisure,148.9,18.87,2018-04-05
sports_leisure,129.46,27.97,2018-04-05
health_beauty,31.75,12.79,2018-04-05
fashion_bags_accessories,20.3,18.23,2018-04-05
sports_leisure,106.5,7.93,2018-04-05
bed_bath_table,47.9,8.88,2018-04-05
stationery,19.9,19.04,2018-04-05
computers_accessories,94.9,13.78,2018-04-05
bed_bath_table,34.99,18.23,2018-04-05
housewares,26.0,17.93,2018-04-05
stationery,19.9,19.04,2018-04-05
bed_bath_table,146.99,82.12,2018-04-05
books_general_interest,99.99,16.67,2018-04-05
auto,7.99,17.06,2018-04-05
watches_gifts,99.0,23.19,2018-04-05
perfumery,39.9,8.88,2018-04-05
watches_gifts,600.0,22.08,2018-04-05
bed_bath_table,34.99,18.23,2018-04-05
housewares,32.0,19.32,2018-04-05
furniture_living_room,38.99,30.58,2018-04-05
furniture_living_room,38.99,30.58,2018-04-05
baby,59.0,12.85,2018-04-05
health_beauty,120.0,39.13,2018-04-05
auto,109.9,12.67,2018-04-05
stationery,19.9,19.04,2018-04-05
telephony,27.99,19.04,2018-04-05
books_general_interest,99.99,9.43,2018-04-05
home_appliances,16.6,7.87,2018-04-05
health_beauty,503.34,24.45,2018-04-05
telephony,19.9,18.23,2018-04-05
bed_bath_table,48.99,13.71,2018-04-05
health_beauty,56.9,16.37,2018-04-05
books_general_interest,26.0,18.23,2018-04-05
sports_leisure,159.99,58.73,2018-04-05
computers_accessories,159.0,34.65,2018-04-05
bed_bath_table,27.99,18.23,2018-04-05
furniture_living_room,22.9,15.28,2018-04-05
books_general_interest,10.0,18.23,2018-04-05
sports_leisure,60.0,7.39,2018-04-05
furniture_decor,44.35,14.44,2018-04-05
computers_accessories,99.0,20.74,2018-04-05
,122.9,11.49,2018-04-05
housewares,68.0,21.56,2018-04-05
auto,74.9,19.49,2018-04-05
housewares,49.0,18.23,2018-04-05
health_beauty,2799.65,38.57,2018-04-05
pet_shop,134.0,18.82,2018-04-05
stationery,7.9,8.29,2018-04-05
bed_bath_table,24.9,11.15,2018-04-05
baby,35.9,16.32,2018-04-05
auto,104.71,18.61,2018-04-05
sports_leisure,100.0,8.82,2018-04-06
health_beauty,88.0,22.33,2018-04-06
signaling_and_security,38.9,38.4,2018-04-06
bed_bath_table,99.9,13.2,2018-04-06
furniture_decor,99.9,21.78,2018-04-06
health_beauty,102.9,41.13,2018-04-06
health_beauty,169.9,41.13,2018-04-06
bed_bath_table,30.9,12.79,2018-04-06
bed_bath_table,119.0,4.4,2018-04-06
telephony,29.99,7.39,2018-04-06
stationery,34.9,16.32,2018-04-06
telephony,29.99,7.39,2018-04-06
bed_bath_table,21.9,23.28,2018-04-06
furniture_decor,19.9,12.79,2018-04-06
telephony,29.98,12.79,2018-04-06
bed_bath_table,99.9,13.2,2018-04-06
construction_tools_safety,25.0,26.43,2018-04-06
bed_bath_table,49.8,7.39,2018-04-06
sports_leisure,168.0,22.89,2018-04-06
bed_bath_table,175.0,27.31,2018-04-06
health_beauty,110.32,7.64,2018-04-06
telephony,29.99,7.39,2018-04-06
bed_bath_table,68.9,52.61,2018-04-06
bed_bath_table,79.99,8.91,2018-04-06
baby,22.9,7.87,2018-04-06
construction_tools_construction,99.9,22.41,2018-04-06
watches_gifts,105.0,19.7,2018-04-06
telephony,29.99,15.23,2018-04-06
perfumery,52.9,18.25,2018-04-06
fashion_bags_accessories,39.9,18.23,2018-04-06
telephony,54.99,22.02,2018-04-06
home_appliances,329.9,20.19,2018-04-06
furniture_decor,35.0,24.58,2018-04-06
